timestamp[ns],gyro[rad s^-1]/x,gyro[rad s^-1]/y,gyro[rad s^-1]/z,accel/x[m s^-2],accel/y[m s^-2],accel/z[m s^-2]
1403636580253555500,0.006283185,-0.094945911,0.060039326,9.822994417,-0.392266000,-3.881798958
1403636580258555500,0.002792527,-0.094247780,0.050265482,9.765788958,-0.416782625,-3.963521042
1403636580263555500,0.002792527,-0.100530965,0.039793507,9.872027667,-0.408610417,-4.053415333
1403636580268555500,-0.002792527,-0.099832833,0.024434610,9.782133375,-0.400438208,-4.110620792
1403636580273555500,-0.010471976,-0.107512282,0.006981317,9.765788958,-0.424954833,-4.175998458
1403636580278555500,-0.014660766,-0.121474916,-0.007679449,9.831166625,-0.318716125,-4.249548333
1403636580283555500,-0.017453293,-0.125663706,-0.018849556,9.790305583,-0.294199500,-4.257720542
1403636580288555500,-0.020943951,-0.137531945,-0.033510322,9.765788958,-0.318716125,-4.306753792
1403636580293555500,-0.027227136,-0.143815130,-0.043982297,9.782133375,-0.351404958,-4.331270417
1403636580298555500,-0.027227136,-0.154287106,-0.046774824,9.692239083,-0.343232750,-4.225031708
1403636580303555500,-0.020245819,-0.155683369,-0.042586034,9.635033625,-0.457643667,-4.175998458
1403636580308555500,-0.009075712,-0.159872159,-0.032812190,9.545139333,-0.514849125,-4.069759750
1403636580313555500,0.000698132,-0.175929189,-0.016057029,9.389867375,-0.580226792,-3.979865458
1403636580318555500,0.013264502,-0.185703032,0.010471976,9.332661917,-0.670121083,-3.906315583
1403636580323555500,0.030019663,-0.195476876,0.028623400,9.340834125,-0.719154333,-3.873626750
1403636580328555500,0.042586034,-0.196873140,0.044680429,9.373522958,-0.751843167,-3.849110125
1403636580333555500,0.050265482,-0.196873140,0.060737458,9.569655958,-0.653776667,-3.906315583
1403636580338555500,0.057944931,-0.200363798,0.069115038,9.684066875,-0.482160292,-3.988037667
1403636580343555500,0.058643063,-0.197571271,0.079587014,9.684066875,-0.343232750,-4.020726500
1403636580348555500,0.043982297,-0.202458193,0.091455253,9.684066875,-0.294199500,-4.012554292
1403636580353555500,0.034208453,-0.210835774,0.097040306,9.684066875,-0.236994042,-4.020726500
1403636580358555500,0.022340214,-0.227590934,0.095644043,9.716755708,-0.179788583,-4.028898708
1403636580363555500,0.010471976,-0.235270383,0.089360858,9.790305583,-0.204305208,-4.045243125
1403636580368555500,0.000698132,-0.245044227,0.074700092,9.896544292,-0.204305208,-4.110620792
1403636580373555500,-0.010471976,-0.257610598,0.057944931,10.019127417,-0.171616375,-4.102448583
1403636580378555500,-0.016755161,-0.264591915,0.034208453,10.068160667,-0.220649625,-4.126965208
1403636580383555500,-0.023038346,-0.270875100,0.019547688,10.084505083,-0.228821833,-4.110620792
1403636580388555500,-0.025132741,-0.282743339,0.006283185,10.068160667,-0.245166250,-4.045243125
1403636580393555500,-0.023736478,-0.292517183,0.000698132,10.027299625,-0.335060542,-4.061587542
1403636580398555500,-0.016057029,-0.302989158,0.000698132,10.084505083,-0.433127042,-4.135137417
1403636580403555500,-0.008377580,-0.313461134,0.011170107,10.166227167,-0.449471458,-4.159654042
1403636580408555500,0.004886922,-0.315555529,0.018151424,10.141710542,-0.514849125,-4.233203917
1403636580413555500,0.008377580,-0.319744319,0.027227136,10.223432625,-0.539365750,-4.314926000
1403636580418555500,0.019547688,-0.322536846,0.040491639,10.313326917,-0.498504708,-4.412992500
1403636580423555500,0.020943951,-0.322536846,0.045378561,10.305154708,-0.588399000,-4.421164708
1403636580428555500,0.025132741,-0.326725636,0.049567351,10.452254458,-0.612915625,-4.494714583
1403636580433555500,0.023736478,-0.330914426,0.060737458,10.484943292,-0.514849125,-4.470197958
1403636580438555500,0.023736478,-0.330914426,0.071907565,10.550320958,-0.531193542,-4.519231208
1403636580443555500,0.020943951,-0.333008821,0.080983277,10.672904083,-0.441299250,-4.551920042
1403636580448555500,0.013264502,-0.336499480,0.094247780,10.836348250,-0.335060542,-4.511059000
1403636580453555500,0.006981317,-0.334405085,0.100530965,10.893553708,-0.326888333,-4.551920042
1403636580458555500,-0.002792527,-0.327423768,0.097738438,10.999792417,-0.359577167,-4.568264458
1403636580463555500,-0.009075712,-0.322536846,0.092153385,11.073342292,-0.367749375,-4.617297708
1403636580468555500,-0.013264502,-0.320442451,0.084473936,11.032481250,-0.359577167,-4.584608875
1403636580473555500,-0.015358897,-0.316253660,0.071209433,11.048825667,-0.384093792,-4.699019792
1403636580478555500,-0.014660766,-0.323933109,0.068416907,11.106031125,-0.310543917,-4.748053042
1403636580483555500,-0.012566371,-0.328121899,0.062133721,11.179581000,-0.318716125,-4.821602917
1403636580488555500,-0.016755161,-0.327423768,0.055850536,11.424747250,-0.384093792,-4.952358250
1403636580493555500,-0.010471976,-0.332310690,0.058643063,11.588191417,-0.384093792,-5.017735917
1403636580498555500,0.004188790,-0.329518163,0.062831853,11.710774542,-0.465815875,-5.083113583
1403636580503555500,0.016755161,-0.323234977,0.076096355,11.898735333,-0.588399000,-5.173007875
1403636580508555500,0.030717795,-0.311366739,0.097738438,12.103040542,-0.506676917,-5.279246583
1403636580513555500,0.046076692,-0.305781685,0.118682389,12.127557167,-0.490332500,-5.336452042
1403636580518555500,0.050963614,-0.290422788,0.136833813,12.119384958,-0.482160292,-5.410001917
1403636580523555500,0.056548668,-0.279252680,0.148003921,12.176590417,-0.400438208,-5.459035167
1403636580528555500,0.051661746,-0.269478837,0.150098316,12.119384958,-0.277855083,-5.532585042
1403636580533555500,0.047472956,-0.259704993,0.145211394,12.078523917,-0.294199500,-5.565273875
1403636580538555500,0.040491639,-0.249233017,0.131248760,12.094868333,-0.277855083,-5.622479333
1403636580543555500,0.034906585,-0.234572251,0.122871179,11.996801833,-0.310543917,-5.638823750
1403636580548555500,0.029321531,-0.215722696,0.111701072,12.013146250,-0.367749375,-5.614307125
1403636580553555500,0.023736478,-0.199665666,0.099832833,11.988629625,-0.400438208,-5.679684792
1403636580558555500,0.028623400,-0.184306769,0.095644043,11.955940792,-0.416782625,-5.622479333
1403636580563555500,0.032812190,-0.166155345,0.091455253,12.004974042,-0.473988083,-5.597962708
1403636580568555500,0.033510322,-0.146607657,0.089360858,12.086696125,-0.563882375,-5.622479333
1403636580573555500,0.046774824,-0.136135682,0.090757121,12.168418208,-0.563882375,-5.630651542
1403636580578555500,0.057246799,-0.120078653,0.097040306,12.241968083,-0.604743417,-5.597962708
1403636580583555500,0.064926248,-0.103323492,0.102625360,12.372723417,-0.580226792,-5.597962708
1403636580588555500,0.067020643,-0.086568331,0.108908545,12.397240042,-0.482160292,-5.630651542
1403636580593555500,0.066322512,-0.062831853,0.113097336,12.348206792,-0.514849125,-5.614307125
1403636580598555500,0.066322512,-0.043284165,0.113097336,12.307345750,-0.563882375,-5.622479333
1403636580603555500,0.064228116,-0.029321531,0.115889862,12.209279250,-0.490332500,-5.630651542
1403636580608555500,0.055850536,-0.006981317,0.110304809,12.070351708,-0.465815875,-5.622479333
1403636580613555500,0.044680429,0.006981317,0.105417887,11.923251958,-0.465815875,-5.606134917
1403636580618555500,0.036302848,0.021642083,0.097738438,11.825185458,-0.400438208,-5.557101667
1403636580623555500,0.023736478,0.036302848,0.090757121,11.645396875,-0.433127042,-5.508068417
1403636580628555500,0.011868239,0.048171087,0.080983277,11.555502583,-0.555710167,-5.450862958
1403636580633555500,0.000698132,0.063529985,0.072605697,11.620880250,-0.555710167,-5.385485292
1403636580638555500,-0.004188790,0.074001960,0.068416907,11.514641542,-0.604743417,-5.320107625
1403636580643555500,-0.008377580,0.081681409,0.066322512,11.547330375,-0.686465500,-5.262902167
1403636580648555500,-0.013264502,0.097738438,0.064926248,11.653569083,-0.596571208,-5.271074375
1403636580653555500,-0.013962634,0.106116019,0.063529985,11.629052458,-0.563882375,-5.197524500
1403636580658555500,-0.017453293,0.117984257,0.058643063,11.629052458,-0.498504708,-5.107630208
1403636580663555500,-0.022340214,0.126361838,0.055850536,11.686257917,-0.449471458,-5.115802417
1403636580668555500,-0.028623400,0.136833813,0.046774824,11.645396875,-0.343232750,-5.083113583
1403636580673555500,-0.034208453,0.148003921,0.034906585,11.539158167,-0.318716125,-5.074941375
1403636580678555500,-0.043284165,0.161966555,0.018849556,11.481952708,-0.261510667,-5.099458000
1403636580683555500,-0.055850536,0.171042267,0.006981317,11.343025167,-0.114410917,-5.099458000
1403636580688555500,-0.066322512,0.181514242,-0.002094395,11.204097625,-0.089894292,-5.091285792
1403636580693555500,-0.076794487,0.193382481,-0.010471976,11.048825667,-0.122583125,-5.074941375
1403636580698555500,-0.080285146,0.195476876,-0.018151424,10.844520458,-0.171616375,-4.993219292
1403636580703555500,-0.083077672,0.205948852,-0.027925268,10.738281750,-0.294199500,-5.001391500
1403636580708555500,-0.086568331,0.208741379,-0.039793507,10.803659417,-0.359577167,-4.985047083
1403636580713555500,-0.084473936,0.213628300,-0.041189770,10.754626167,-0.343232750,-4.911497208
1403636580718555500,-0.085172067,0.224798408,-0.043982297,10.721937333,-0.318716125,-4.788914083
1403636580723555500,-0.083775804,0.228289066,-0.049567351,10.762798375,-0.326888333,-4.756225250
1403636580728555500,-0.086568331,0.231779725,-0.049567351,10.885381500,-0.245166250,-4.715364208
1403636580733555500,-0.091455253,0.234572251,-0.046076692,10.893553708,-0.179788583,-4.641814333
1403636580738555500,-0.096342175,0.235968515,-0.038397244,10.958931375,-0.163444167,-4.625469917
1403636580743555500,-0.106116019,0.235968515,-0.032114058,11.016136833,-0.122583125,-4.584608875
1403636580748555500,-0.109606677,0.238761042,-0.033510322,11.016136833,-0.171616375,-4.543747833
1403636580753555500,-0.120776784,0.244346095,-0.044680429,11.032481250,-0.187960792,-4.600953292
1403636580758555500,-0.134739418,0.249931149,-0.050265482,10.942586958,-0.196133000,-4.658158750
1403636580763555500,-0.137531945,0.259704993,-0.056548668,10.689248500,-0.286027292,-4.649986542
1403636580768555500,-0.140324472,0.268780705,-0.053058009,10.476771083,-0.326888333,-4.674503167
1403636580773555500,-0.139626340,0.270875100,-0.041887902,10.288810292,-0.416782625,-4.699019792
1403636580778555500,-0.138230077,0.275762022,-0.035604717,9.978266375,-0.326888333,-4.690847583
1403636580783555500,-0.133343155,0.283441471,-0.028623400,9.855683250,-0.367749375,-4.682675375
1403636580788555500,-0.136833813,0.286932129,-0.029321531,9.831166625,-0.335060542,-4.748053042
1403636580793555500,-0.143815130,0.284139602,-0.034906585,9.847511042,-0.204305208,-4.731708625
1403636580798555500,-0.155683369,0.284139602,-0.048869219,9.872027667,-0.310543917,-4.658158750
1403636580803555500,-0.168249740,0.290422788,-0.069813170,9.970094167,-0.343232750,-4.617297708
1403636580808555500,-0.173834793,0.292517183,-0.072605697,10.019127417,-0.326888333,-4.551920042
1403636580813555500,-0.177325452,0.293913446,-0.067718775,10.027299625,-0.326888333,-4.429336917
1403636580818555500,-0.181514242,0.300894763,-0.051661746,10.125366125,-0.310543917,-4.339442625
1403636580823555500,-0.186401164,0.300196631,-0.034906585,10.231604833,-0.294199500,-4.274064958
1403636580828555500,-0.194778745,0.304385422,-0.027925268,10.247949250,-0.253338458,-4.184170667
1403636580833555500,-0.198967535,0.311366739,-0.032812190,10.182571583,-0.220649625,-4.143309625
1403636580838555500,-0.206646983,0.325329373,-0.040491639,10.035471833,-0.179788583,-4.135137417
1403636580843555500,-0.215024564,0.333008821,-0.046774824,9.749444542,-0.024516625,-4.077931958
1403636580848555500,-0.224798408,0.336499480,-0.057944931,9.496106083,0.024516625,-4.077931958
1403636580853555500,-0.237364778,0.338593875,-0.074700092,9.210078792,0.032688833,-4.061587542
1403636580858555500,-0.248534885,0.336499480,-0.076096355,8.940395917,-0.016344417,-4.061587542
1403636580863555500,-0.252025544,0.337197611,-0.073303829,8.719746292,-0.147099750,-4.045243125
1403636580868555500,-0.255516202,0.334405085,-0.072605697,8.638024208,-0.228821833,-4.053415333
1403636580873555500,-0.248534885,0.331612558,-0.072605697,8.482752250,-0.286027292,-4.004382083
1403636580878555500,-0.247138622,0.332310690,-0.074700092,8.466407833,-0.375921583,-3.930832208
1403636580883555500,-0.239459173,0.327423768,-0.074700092,8.539957708,-0.433127042,-3.979865458
1403636580888555500,-0.230383461,0.328820031,-0.072605697,8.613507583,-0.473988083,-3.955348833
1403636580893555500,-0.222005881,0.323234977,-0.062831853,8.678885250,-0.547537958,-3.881798958
1403636580898555500,-0.208741379,0.327423768,-0.050265482,8.842329417,-0.604743417,-3.865454542
1403636580903555500,-0.190589954,0.323933109,-0.036302848,8.940395917,-0.612915625,-3.824593500
1403636580908555500,-0.172438530,0.322536846,-0.018151424,8.997601375,-0.523021333,-3.751043625
1403636580913555500,-0.148003921,0.328121899,0.000000000,9.013945792,-0.506676917,-3.685665958
1403636580918555500,-0.131946891,0.327423768,0.012566371,9.013945792,-0.375921583,-3.742871417
1403636580923555500,-0.117984257,0.331612558,0.018151424,8.825985000,-0.294199500,-3.702010375
1403636580928555500,-0.103323492,0.339292007,0.018849556,8.646196417,-0.294199500,-3.677493750
1403636580933555500,-0.099134702,0.337197611,0.018849556,8.401030167,-0.228821833,-3.669321542
1403636580938555500,-0.091455253,0.331612558,0.016755161,8.204897167,-0.130755333,-3.685665958
1403636580943555500,-0.084473936,0.334405085,0.013264502,8.155863917,-0.089894292,-3.734699208
1403636580948555500,-0.075398224,0.330914426,0.004188790,8.164036125,-0.016344417,-3.775560250
1403636580953555500,-0.072605697,0.323234977,-0.006981317,8.123175083,0.122583125,-3.751043625
1403636580958555500,-0.069115038,0.314857397,-0.019547688,8.074141833,0.220649625,-3.644804917
1403636580963555500,-0.071907565,0.308574212,-0.033510322,8.115002875,0.220649625,-3.546738417
1403636580968555500,-0.069115038,0.305083553,-0.032812190,8.147691708,0.236994042,-3.465016333
1403636580973555500,-0.055850536,0.306479817,-0.024434610,8.057797417,0.138927542,-3.415983083
1403636580978555500,-0.043982297,0.307876080,-0.002792527,8.065969625,-0.040861042,-3.358777625
1403636580983555500,-0.023736478,0.304385422,0.014660766,7.992419750,-0.155271958,-3.301572167
1403636580988555500,-0.006981317,0.310668607,0.023736478,7.910697667,-0.187960792,-3.195333458
1403636580993555500,0.005585054,0.308574212,0.036302848,7.992419750,-0.253338458,-3.211677875
1403636580998555500,0.020943951,0.301592895,0.051661746,7.992419750,-0.212477417,-3.252538917
1403636581003555500,0.029321531,0.293215314,0.074700092,7.943386500,-0.138927542,-3.178989042
1403636581008555500,0.034906585,0.287630261,0.098436570,7.886181042,-0.106238708,-3.129955792
1403636581013555500,0.039095375,0.280648944,0.127758101,8.065969625,-0.032688833,-3.129955792
1403636581018555500,0.038397244,0.282045207,0.153588974,8.270274833,0.024516625,-3.203505667
1403636581023555500,0.040491639,0.292517183,0.166155345,8.425546792,0.024516625,-3.195333458
1403636581028555500,0.039793507,0.300894763,0.161966555,8.531785500,0.114410917,-3.350605417
1403636581033555500,0.040491639,0.302291026,0.142418867,8.531785500,0.302371708,-3.366949833
1403636581038555500,0.037000980,0.306479817,0.117286126,8.425546792,0.433127042,-3.350605417
1403636581043555500,0.033510322,0.299498500,0.083077672,8.392857958,0.506676917,-3.342433208
1403636581048555500,0.025830873,0.288328392,0.063529985,8.311135875,0.653776667,-3.375122042
1403636581053555500,0.018849556,0.278554549,0.054454273,8.327480292,0.694637708,-3.317916583
1403636581058555500,0.010471976,0.277158285,0.045378561,8.351996917,0.555710167,-3.293399958
1403636581063555500,0.002792527,0.271573232,0.038397244,8.376513542,0.490332500,-3.252538917
1403636581068555500,0.002094395,0.270875100,0.033510322,8.311135875,0.375921583,-3.129955792
1403636581073555500,-0.000698132,0.280648944,0.032812190,8.270274833,0.310543917,-3.048233708
1403636581078555500,-0.009773844,0.282743339,0.043284165,8.196724958,0.253338458,-3.031889292
1403636581083555500,-0.012566371,0.277856417,0.064228116,8.065969625,0.196133000,-2.884789542
1403636581088555500,-0.018849556,0.278554549,0.098436570,7.967903125,0.106238708,-2.778550833
1403636581093555500,-0.023736478,0.277158285,0.141022604,8.025108583,0.000000000,-2.794895250
1403636581098555500,-0.034208453,0.284139602,0.178023584,8.082314042,0.016344417,-2.819411875
1403636581103555500,-0.039793507,0.298102236,0.203854457,8.213069375,0.089894292,-2.827584083
1403636581108555500,-0.050265482,0.312763002,0.230383461,8.237586000,0.057205458,-2.892961750
1403636581113555500,-0.060039326,0.328121899,0.238062910,8.155863917,0.024516625,-2.909306167
1403636581118555500,-0.055850536,0.335103216,0.244346095,7.976075333,0.016344417,-2.917478375
1403636581123555500,-0.050265482,0.337197611,0.245044227,7.967903125,0.049033250,-3.031889292
1403636581128555500,-0.044680429,0.342782665,0.238761042,8.082314042,0.147099750,-3.187161250
1403636581133555500,-0.034208453,0.339292007,0.231081593,8.025108583,0.236994042,-3.260711125
1403636581138555500,-0.026529005,0.344178928,0.218515222,8.041453000,0.286027292,-3.334261000
1403636581143555500,-0.016057029,0.339292007,0.196873140,8.074141833,0.408610417,-3.366949833
1403636581148555500,-0.010471976,0.338593875,0.170344135,8.041453000,0.465815875,-3.293399958
1403636581153555500,0.001396263,0.336499480,0.146607657,7.976075333,0.416782625,-3.178989042
1403636581158555500,0.006981317,0.328820031,0.122871179,7.959730917,0.457643667,-3.105439167
1403636581163555500,0.013962634,0.330216294,0.115191731,7.902525458,0.441299250,-3.023717083
1403636581168555500,0.010471976,0.331612558,0.112399204,7.820803375,0.400438208,-2.982856042
1403636581173555500,0.006981317,0.335801348,0.115889862,7.845320000,0.359577167,-2.966511625
1403636581178555500,-0.000698132,0.339292007,0.119380521,7.828975583,0.286027292,-2.917478375
1403636581183555500,-0.009075712,0.343480797,0.128456233,7.714564667,0.179788583,-2.811239667
1403636581188555500,-0.021642083,0.346273324,0.138928208,7.706392458,0.057205458,-2.770378625
1403636581193555500,-0.034906585,0.344178928,0.159174028,7.714564667,-0.040861042,-2.705000958
1403636581198555500,-0.046076692,0.344178928,0.182212374,7.788114542,-0.089894292,-2.655967708
1403636581203555500,-0.052359878,0.355349036,0.199665666,7.918869875,-0.228821833,-2.647795500
1403636581208555500,-0.053756141,0.363028484,0.219213354,8.082314042,-0.277855083,-2.737689792
1403636581213555500,-0.052359878,0.376991118,0.235270383,8.115002875,-0.261510667,-2.794895250
1403636581218555500,-0.043982297,0.397935069,0.245044227,8.057797417,-0.179788583,-2.860272917
